forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-12-15,DAX,1 day,-2.38238960870636,-0.405999759432375,0.100829702274451,0.644572791632276,2.30096719133264
2021-12-15,DAX,2 day,-2.92099571767907,-0.462643834272424,0.147795646849059,0.771447120340613,2.66077878991242
2021-12-15,DAX,5 day,-3.54073012777005,-0.803366699670585,0.0284461347297164,0.860365631929201,2.62842916082095
2021-12-15,DAX,6 day,-3.74361931166136,-0.817787251743633,0.0694265223528451,0.869140346919457,2.62092321873291
2021-12-15,DAX,7 day,-4.42901348455064,-0.971658862966932,0.0794641392960969,1.1157720357866,3.36950573748855
2021-12-15,temperature,36 hour,6.7,7.2,8.5,9.5,10.48
2021-12-15,temperature,48 hour,2.7,4.4,5.1,6.5,7.7
2021-12-15,temperature,60 hour,2.71,5.4,6.8,8.2,9.8
2021-12-15,temperature,72 hour,-1.98,0.6,2.6,3.9,5.78
2021-12-15,temperature,84 hour,1.9,4.9,6.6,8.4,11.2
2021-12-15,wind,36 hour,11.16,13.32,15.12,17.28,21.132
2021-12-15,wind,48 hour,6.84,10.44,14.04,16.2,21.132
2021-12-15,wind,60 hour,6.264,11.88,13.32,14.76,19.764
2021-12-15,wind,72 hour,2.16,6.12,8.64,10.44,17.604
2021-12-15,wind,84 hour,4.68,10.8,14.76,19.44,24.84
