forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-11-24,DAX,1 day,-1.33540706359463,-0.111329474992336,0.29128292207199,0.693895319136317,1.91797290773861
2021-11-24,DAX,2 day,-1.5095029731849,-0.208411016431732,0.260497699607501,0.729406415646734,2.0304983723999
2021-11-24,DAX,5 day,-2.06004998556109,-0.767061654584446,-0.204275241188515,0.358511172207415,1.65149950318406
2021-11-24,DAX,6 day,-2.34525104021905,-0.887776128697094,-0.254465225239492,0.378845678218111,1.83632058974006
2021-11-24,DAX,7 day,-2.6447119043171,-0.895794452130992,-0.206399111981923,0.482996228167146,2.23191368035325
2021-11-24,temperature,36 hour,-2.10603587693267,1.19929810870349,2.93361050075553,4.66792289280756,7.97325687844372
2021-11-24,temperature,48 hour,-0.364515314733397,2.28401720604821,3.67370514424315,5.06339308243808,7.7119256032197
2021-11-24,temperature,60 hour,0.429845169483276,3.74240825916626,5.48051377009412,7.21861928102199,10.531182370705
2021-11-24,temperature,72 hour,-2.3614601990152,0.466015324306434,1.94959485352509,3.43317438274375,6.26064990606539
2021-11-24,temperature,84 hour,-1.0928151020292,2.46864296865295,4.33734395094385,6.20604493323475,9.76750300391689
2021-11-24,wind,36 hour,3.15118340533544,9.12243124162097,12.0041642352848,14.9254739260934,21.7837669711046
2021-11-24,wind,48 hour,3.56763548145581,10.471039782253,13.8183550245519,17.2137326161323,25.1870019707452
2021-11-24,wind,60 hour,3.12566843450452,9.42393973769407,12.5069098658307,15.6380869541042,22.9947517283918
2021-11-24,wind,72 hour,1.57499621844561,7.89786907029124,11.8709059320827,16.0864454027644,26.177687708205
2021-11-24,wind,84 hour,3.66385291447784,10.6312354431387,13.9963576851262,17.4080459945833,25.417927931048
