forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2022-01-19,DAX,1 day,-1.80813904674609,-0.333338774719122,0.106815988835936,0.538671974738184,1.66221673016117
2022-01-19,DAX,2 day,-1.90699697792589,-0.429189206695705,0.0974915924443043,0.620983010994601,1.95820257774518
2022-01-19,DAX,5 day,-2.08880441108736,-0.629882115865104,0.0689357633771815,0.636252265527637,2.4983728133932
2022-01-19,DAX,6 day,-2.55005702900047,-0.714108209872926,-0.0166516706811351,0.635861591309395,2.18132368397172
2022-01-19,DAX,7 day,-3.06079700114265,-0.655868921318013,0.0639362213559229,0.812454946393944,2.49249162129778
2022-01-19,temperature,36 hour,-0.338602174335648,1.23538327259102,2.06125517460672,2.88712707662242,4.46111252354908
2022-01-19,temperature,48 hour,-2.96294750661239,-1.61414543046404,-0.906427491745856,-0.198709553027669,1.15009252312068
2022-01-19,temperature,60 hour,-0.61445076016481,0.821104465791296,1.57434187800746,2.32757929022363,3.76313451617974
2022-01-19,temperature,72 hour,-2.95187090388893,-0.447404914391391,0.86669115575883,2.18078722590905,4.68525321540659
2022-01-19,temperature,84 hour,-1.51901846271346,1.90646212316512,3.70381556903164,5.50116901489817,8.92664960077675
2022-01-19,wind,36 hour,18.9747521629626,23.6153058708085,25.6029528504409,27.5906015544232,32.2312014211782
2022-01-19,wind,48 hour,7.5238669932594,16.0648122947334,18.2570284899692,21.7013218098969,24.0129922569813
2022-01-19,wind,60 hour,9.34007196271052,14.1500545818526,16.214765553463,18.2799265335216,23.1019156697034
2022-01-19,wind,72 hour,6.11877353884661,9.99730263180492,12.3286720167596,15.417684828171,21.1576305737352
2022-01-19,wind,84 hour,2.35868390467158,8.8999857627996,12.4140255601858,16.0325955233659,24.5834027239243
