forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2022-02-02,DAX,1 day,-2.33126681356945,-0.457581224136605,0.137789379280465,0.693387932961537,2.18558273836157
2022-02-02,DAX,2 day,-2.05714949487074,-0.504404867016494,0.0558904240641761,0.6290897745016,2.24375861639903
2022-02-02,DAX,5 day,-3.2683738892239,-0.579777907289911,0.286844268159996,0.98965438414124,3.29473154512996
2022-02-02,DAX,6 day,-2.91256752828008,-0.567678579789007,0.171806290738291,0.864986134395364,2.43044125509053
2022-02-02,DAX,7 day,-3.82893809293676,-0.71456146309352,0.299838396773499,1.26998602325876,3.52130114223258
2022-02-02,temperature,36 hour,2.7045359177416,4.48693873160529,5.42216745618976,6.35739618077423,8.13979899463791
2022-02-02,temperature,48 hour,3.75376643836155,5.23993892825276,6.01973527474785,6.79953162124294,8.28570411113414
2022-02-02,temperature,60 hour,5.56433380303046,7.07786753413894,7.87202035411335,8.66617317408775,10.1797069051962
2022-02-02,temperature,72 hour,0.995783171769353,2.86548958798508,3.84652660912532,4.82756363026557,6.69727004648129
2022-02-02,temperature,84 hour,2.69140304582906,4.55114434247847,5.52695265437867,6.50276096627887,8.36250226292828
2022-02-02,wind,36 hour,4.17658438925251,8.23902590082339,10.2715013187744,12.4856491108093,17.3157154758803
2022-02-02,wind,48 hour,5.08909810222649,8.19453356735718,10.7624490098807,12.8051845239215,17.4736980820879
2022-02-02,wind,60 hour,9.03925185440784,15.2317513043845,18.0082998592621,20.4229622883296,25.9537083156001
2022-02-02,wind,72 hour,7.81418362639732,16.1827498934733,18.8489468360052,22.2653649442427,27.8078771001311
2022-02-02,wind,84 hour,13.9412336419803,21.3960652771153,24.2831302768753,27.1150917890935,33.5411090848847
