forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-12-08,DAX,1 day,-3.02560140301468,-0.593610114469322,0.0863891730629971,0.807759199764219,2.84938402996064
2021-12-08,DAX,2 day,-3.65261442561186,-0.693978406696148,0.202611233436224,1.0143175887875,3.4367115746139
2021-12-08,DAX,5 day,-4.18039751229502,-0.534244758271389,0.588708147106275,1.75411092200915,4.60287254940474
2021-12-08,DAX,6 day,-3.88902961168026,-0.43523284705022,0.628772713888271,1.6453788270271,4.24768266066392
2021-12-08,DAX,7 day,-5.43716725751697,-0.896529988064286,0.462575500422445,1.76536609782714,5.18395809317717
2021-12-08,temperature,36 hour,-1.1,-0.6,-0.1,0.6,1.8
2021-12-08,temperature,48 hour,-3.4,-2.1,-1,-0.5,0.9
2021-12-08,temperature,60 hour,-0.1,0.6,1.6,2.2,4.09
2021-12-08,temperature,72 hour,-3.7,-1.2,-0.6,0.7,2.3
2021-12-08,temperature,84 hour,-1,-0.3,0.6,1.9,4.1
2021-12-08,wind,36 hour,1.77690085162417,6.91747173742812,9.72073142972805,12.6145499578344,19.4599163287041
2021-12-08,wind,48 hour,0.67499902191154,4.49442497877969,7.45672309880163,10.782895246779,18.9576275790473
2021-12-08,wind,60 hour,1.42622945463522,6.41824951711721,9.35701996477843,12.4331549956423,19.7532121045637
2021-12-08,wind,72 hour,0.576850583476051,4.16205268929433,7.15233973911416,10.5945710762659,19.160082743256
2021-12-08,wind,84 hour,1.14000505284354,5.95580437218907,9.0636386074755,12.3811531890737,20.3441023472164
