forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2022-02-09,DAX,1 day,-2.16146794807725,-0.249256914241649,0.33906434044702,1.01400315176795,2.87704776155648
2022-02-09,DAX,2 day,-2.78063108014521,-0.565161416925429,0.335339116829784,1.19285602582733,2.91681317964262
2022-02-09,DAX,5 day,-3.2646879639526,-0.39566405534029,0.709677969395713,1.92532203196883,4.60854942328991
2022-02-09,DAX,6 day,-3.05512459532824,-0.645456544261679,0.595100359679811,1.66237760461048,4.06740658430457
2022-02-09,DAX,7 day,-2.90842376580382,-0.620451111805626,0.348364226708801,1.25027873019069,3.51940551024191
2022-02-09,temperature,36 hour,5.90480530304676,7.78704807005511,8.77466292829904,9.76227778654296,11.6445205535513
2022-02-09,temperature,48 hour,1.59948888006505,3.24788461877012,4.11279968304668,4.97771474732323,6.6261104860283
2022-02-09,temperature,60 hour,2.58193763313661,4.3616304708114,5.29543726789718,6.22924406498295,8.00893690265774
2022-02-09,temperature,72 hour,-1.62840639702928,-0.155021450213601,0.618065258309609,1.39115196683282,2.8645369136485
2022-02-09,temperature,84 hour,0.59246272326682,2.74967474895053,3.88156628084571,5.0134578127409,7.1706698384246
2022-02-09,wind,36 hour,6.4837517764308,13.4732289098943,16.7847798198695,20.177844781015,27.5492000646092
2022-02-09,wind,48 hour,5.4721620569261,11.6486321699663,15.7740603618569,19.7339248009393,26.1513948015913
2022-02-09,wind,60 hour,9.74275210874815,19.0388097501116,24.2022332399075,28.0630182048789,36.992601643542
2022-02-09,wind,72 hour,4.8806778924727,9.44415122199449,12.0971959703672,15.3819383469349,21.7615758481913
2022-02-09,wind,84 hour,4.02867568574405,8.66665325476077,10.7359368238748,13.1973808809573,19.7607651983961
