forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-11-10,DAX,1 day,-1.2602468704752,-0.242473092728366,0.095753953125272,0.43398099897891,1.45175477672575
2021-11-10,DAX,2 day,-1.28763787225995,-0.191650247025591,0.177937503087513,0.547525253200617,1.64351287843498
2021-11-10,DAX,5 day,-1.60204920581436,-0.304152596947898,0.215594963254012,0.735342523455921,2.03323913232238
2021-11-10,DAX,6 day,-1.70662353148175,-0.303043508496397,0.277150009779601,0.857343528055599,2.26092355104095
2021-11-10,DAX,7 day,-1.56488301325013,-0.055676023433702,0.537675160329789,1.13102634409328,2.64023333390971
2021-11-10,temperature,36 hour,6.67163363168084,8.30414527997504,9.16072594447361,10.0173066089722,11.6498182572664
2021-11-10,temperature,48 hour,3.65593427587368,5.86288373109613,7.02087254719095,8.17886136328577,10.3858108185082
2021-11-10,temperature,60 hour,6.27166071863206,8.49468504115018,9.66110835786509,10.82753167458,13.0505559970981
2021-11-10,temperature,72 hour,2.14300245574447,3.9234261541212,4.8576164346243,5.79180671512741,7.57223041350414
2021-11-10,temperature,84 hour,5.68195217381597,7.92417243300848,9.10066787889283,10.2771633247772,12.5193835839697
2021-11-10,wind,36 hour,3.0386370814817,7.45560403522279,9.4844911646839,11.5287427995073,16.3160524699056
2021-11-10,wind,48 hour,0.517792571986234,3.12449707567166,4.98993477213871,7.03451183216501,12.0017764469585
2021-11-10,wind,60 hour,3.24315395716064,8.26763897402875,10.5993283434629,12.9515169188969,18.4626745430292
2021-11-10,wind,72 hour,2.50561912643894,7.42123058420616,9.81226428992068,12.2386432955193,17.9374195443862
2021-11-10,wind,84 hour,3.46484056895967,9.55557630626959,12.4486992734691,15.3756051061358,22.2413191679654
