forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-12-01,DAX,1 day,-3.32932332791085,-0.591338208285621,0.183495494441164,1.03190862454286,3.15845476374053
2021-12-01,DAX,2 day,-4.25000122009234,-1.01590282255228,0.223368332592689,1.1580490791089,3.95473517946287
2021-12-01,DAX,5 day,-7.01988813226612,-1.30382943471239,0.507504108669969,2.44049614032102,7.82806742862735
2021-12-01,DAX,6 day,-5.62844191804238,-1.3866741031005,-0.103126908967982,1.20434176878679,5.4334656363796
2021-12-01,DAX,7 day,-7.00878189571623,-1.43126312238209,0.104203323274133,1.39785709271611,6.03360767316039
2021-12-01,temperature,36 hour,-0.329864495237794,1.86021784230842,3.00935646313365,4.15849508395888,6.3485774215051
2021-12-01,temperature,48 hour,-3.33287859697317,-1.43290590947798,-0.435988142377022,0.560929624723938,2.46090231221913
2021-12-01,temperature,60 hour,-0.890667299439387,1.44335579993113,2.66802029742665,3.89268479492217,6.22670789429269
2021-12-01,temperature,72 hour,-1.80879429650044,0.364217810039504,1.50439966180659,2.64458151357368,4.81759362011363
2021-12-01,temperature,84 hour,-1.99843677400627,0.952953144491907,2.50155069368744,4.05014824288296,7.00153816138114
2021-12-01,wind,36 hour,9.527593745233,16.3239353792624,19.2614645705302,22.2016723387569,29.0687391980641
2021-12-01,wind,48 hour,2.31527112375199,8.63990972090893,12.0199544833838,15.497612485609,23.7125237580571
2021-12-01,wind,60 hour,7.52445524942897,14.6713205639637,17.8056921869971,20.9476455148697,28.29034657306
2021-12-01,wind,72 hour,3.29695293190332,11.0125493265094,14.9408228480146,18.9525636708627,28.3996153986327
2021-12-01,wind,84 hour,4.24894781389935,11.493474014435,14.9140281294532,18.371925730076,26.4807094891267
