forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2022-01-26,DAX,1 day,-3.11570881761485,-0.44950370651375,0.39384007319271,1.37576501503471,4.12087602255261
2022-01-26,DAX,2 day,-3.35235113253177,-0.550862101224177,0.438809499553311,1.47883873206852,3.51247831876111
2022-01-26,DAX,5 day,-3.35318506993275,-0.768118472435672,0.433903338284897,1.81315342122331,4.49334875865648
2022-01-26,DAX,6 day,-2.64606478007147,-0.890447939827971,0.0283403027110232,1.198230307058,3.78093251038402
2022-01-26,DAX,7 day,-3.39047158947712,-0.767543894929052,0.267764720883767,1.32623071256184,4.21345415449455
2022-01-26,temperature,36 hour,2.35786806249723,3.92070432169305,4.74072623259531,5.56074814349757,7.12358440269338
2022-01-26,temperature,48 hour,2.76912042029994,4.20883501952257,4.96425485948451,5.71967469944645,7.15938929866908
2022-01-26,temperature,60 hour,2.96715745096683,4.67060946812354,5.56441262249746,6.45821577687138,8.16166779402809
2022-01-26,temperature,72 hour,-1.29972473600565,0.582438127022952,1.57001105956048,2.557583992098,4.4397468551266
2022-01-26,temperature,84 hour,1.69730662187937,4.49705377153512,5.9660841924733,7.43511461341147,10.2348617630672
2022-01-26,wind,36 hour,14.8594940316056,21.2964952070049,23.4198992892238,25.6035705961955,30.8011983151245
2022-01-26,wind,48 hour,10.5414456226723,21.6234239215444,26.3844019463433,30.8954866150194,39.2363659618609
2022-01-26,wind,60 hour,13.8467754513995,20.623187130139,22.9959325461566,25.3792891311133,30.9559440789832
2022-01-26,wind,72 hour,5.73837633325415,11.3999799768386,13.6013742872157,16.4827120841901,23.7408722827009
2022-01-26,wind,84 hour,14.237969074039,22.3036246395548,25.808576275468,28.6687897464478,35.3683420464569
