forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2021-10-27,DAX,1 day,-1.81419922941661,-0.343204990026094,0.0614344678127467,0.431688065977659,1.34091759481748
2021-10-27,DAX,2 day,-1.91351040733329,-0.514475099282468,0.0520523090183101,0.649053276374589,1.84219918831838
2021-10-27,DAX,5 day,-2.04612788640131,-0.586271281620675,0.0417212212742458,0.586966301076744,2.77347702098452
2021-10-27,DAX,6 day,-2.83429857009111,-0.505455983931481,0.197165363239959,0.810815189616525,2.86357387877658
2021-10-27,DAX,7 day,-3.19207883027388,-0.447411268293929,0.254154312771381,1.00318172092103,3.25290073371385
2021-10-27,temperature,36 hour,10.8113285076181,12.3917603396248,13.2210146670102,14.0502689943956,15.6307008264024
2021-10-27,temperature,48 hour,1.92645093265861,4.59081797383188,5.98881430236098,7.38681063089008,10.0511776720633
2021-10-27,temperature,60 hour,10.6694802892267,12.4413100473192,13.3709910778656,14.300672108412,16.0725018665045
2021-10-27,temperature,72 hour,2.92618978803955,6.08452895072104,7.74171299685535,9.39889704298966,12.5572362056712
2021-10-27,temperature,84 hour,11.6742886741094,14.5508882802816,16.0602432700154,17.5695982597491,20.4461978659214
2021-10-27,wind,36 hour,0.248568130051018,2.04585557119633,3.74898890971801,5.70068593994911,9.69002241625206
2021-10-27,wind,48 hour,0.171742918169905,1.56452628483846,3.04225800390984,4.8293351772251,8.61165203560622
2021-10-27,wind,60 hour,0.458485841765989,3.03198689266314,5.05796343992451,7.23594812767591,11.5317281277479
2021-10-27,wind,72 hour,0.247430726858259,2.11581093456205,3.95847163668802,6.10736492095638,10.5475183382535
2021-10-27,wind,84 hour,0.751618488137401,4.35113289444617,6.94941990311451,9.68204052133997,15.0126118339189
